datetime,day_of_year,Chlorophyll_a_ug_L,NH4_N_mg_L,NO3_N_mg_L,Phosphate_P_mg_L,DO_mg_L,TotalN_mg_L,TotalP_mg_L,Temperature_degC,Salinity_psu
2010-01-02 18:00,2,0.0102,0.0001,0.0005,0.0,0.0073,0.0008,0.0,4.5183,27.6448
2010-01-02 19:00,2,0.0101,0.0001,0.0005,0.0,0.0074,0.0008,0.0,4.4912,27.6391
2010-01-02 20:00,2,0.01,0.0001,0.0005,0.0,0.0074,0.0008,0.0,4.4625,27.6342
2010-01-02 21:00,2,0.0098,0.0001,0.0005,0.0,0.0074,0.0008,0.0,4.4301,27.6286
2010-01-02 22:00,2,0.0097,0.0001,0.0005,0.0,0.0074,0.0008,0.0,4.3981,27.6228
2010-01-02 23:00,2,0.0096,0.0001,0.0005,0.0,0.0074,0.0008,0.0,4.3726,27.6183
2010-01-03 00:00,3,0.0095,0.0001,0.0005,0.0,0.0074,0.0008,0.0,4.3575,27.6158
2010-01-03 01:00,3,0.0094,0.0001,0.0005,0.0,0.0074,0.0008,0.0,4.355,27.6161
2010-01-03 02:00,3,0.0094,0.0001,0.0005,0.0,0.0074,0.0008,0.0,4.3639,27.6188
2010-01-03 03:00,3,0.0094,0.0001,0.0005,0.0,0.0073,0.0008,0.0,4.38,27.6222
2010-01-03 04:00,3,0.0094,0.0001,0.0005,0.0,0.0073,0.0008,0.0,4.397,27.625
2010-01-03 05:00,3,0.0094,0.0001,0.0005,0.0,0.0073,0.0008,0.0,4.4133,27.6272
2010-01-03 06:00,3,0.0094,0.0001,0.0005,0.0,0.0072,0.0008,0.0,4.4302,27.6287
2010-01-03 07:00,3,0.0094,0.0001,0.0005,0.0,0.0072,0.0008,0.0,4.4465,27.6291
2010-01-03 08:00,3,0.0094,0.0001,0.0005,0.0,0.0072,0.0008,0.0,4.4605,27.6285
2010-01-03 09:00,3,0.0094,0.0001,0.0005,0.0,0.0072,0.0008,0.0,4.4715,27.6273
2010-01-03 10:00,3,0.0095,0.0001,0.0005,0.0,0.0072,0.0008,0.0,4.4814,27.6259
2010-01-03 11:00,3,0.0097,0.0001,0.0005,0.0,0.0072,0.0008,0.0,4.4928,27.6239
2010-01-03 12:00,3,0.01,0.0001,0.0005,0.0,0.0072,0.0008,0.0,4.5059,27.6207
2010-01-03 13:00,3,0.0103,0.0001,0.0005,0.0,0.0071,0.0008,0.0,4.5212,27.6167
2010-01-03 14:00,3,0.0106,0.0001,0.0005,0.0,0.0071,0.0008,0.0,4.5384,27.6132
2010-01-03 15:00,3,0.0107,0.0001,0.0005,0.0,0.0071,0.0008,0.0,4.556,27.6109
2010-01-03 16:00,3,0.0107,0.0001,0.0005,0.0,0.007,0.0008,0.0,4.5736,27.6099
2010-01-03 17:00,3,0.0107,0.0001,0.0005,0.0,0.0069,0.0008,0.0,4.5896,27.6099
2010-01-03 18:00,3,0.0107,0.0001,0.0005,0.0,0.0068,0.0008,0.0,4.6015,27.6101
2010-01-03 19:00,3,0.0108,0.0001,0.0005,0.0,0.0068,0.0008,0.0,4.6091,27.6102
2010-01-03 20:00,3,0.0108,0.0001,0.0005,0.0,0.0067,0.0008,0.0,4.6128,27.6104
2010-01-03 21:00,3,0.0108,0.0001,0.0005,0.0,0.0067,0.0008,0.0,4.6138,27.6112
2010-01-03 22:00,3,0.0108,0.0001,0.0005,0.0,0.0066,0.0008,0.0,4.6135,27.6125
2010-01-03 23:00,3,0.0108,0.0001,0.0005,0.0,0.0066,0.0008,0.0,4.6115,27.6141
2010-01-04 00:00,4,0.0108,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.6085,27.6157
2010-01-04 01:00,4,0.0108,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.6048,27.6167
2010-01-04 02:00,4,0.0108,0.0001,0.0005,0.0,0.0064,0.0008,0.0,4.5993,27.6164
2010-01-04 03:00,4,0.0108,0.0001,0.0005,0.0,0.0064,0.0008,0.0,4.5913,27.6142
2010-01-04 04:00,4,0.0108,0.0001,0.0005,0.0,0.0064,0.0008,0.0,4.5787,27.6091
2010-01-04 05:00,4,0.0108,0.0001,0.0005,0.0,0.0064,0.0008,0.0,4.5606,27.6001
2010-01-04 06:00,4,0.0108,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.5413,27.5909
2010-01-04 07:00,4,0.0108,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.5236,27.583
2010-01-04 08:00,4,0.0108,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.5082,27.5762
2010-01-04 09:00,4,0.0108,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4966,27.5702
2010-01-04 10:00,4,0.0109,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4891,27.5647
2010-01-04 11:00,4,0.0112,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4837,27.5583
2010-01-04 12:00,4,0.0116,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4792,27.5515
2010-01-04 13:00,4,0.012,0.0001,0.0005,0.0,0.0066,0.0008,0.0,4.4757,27.5458
2010-01-04 14:00,4,0.0122,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4723,27.5418
2010-01-04 15:00,4,0.0123,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.466,27.5377
2010-01-04 16:00,4,0.0122,0.0001,0.0005,0.0,0.0066,0.0008,0.0,4.4573,27.5335
2010-01-04 17:00,4,0.0122,0.0001,0.0005,0.0,0.0066,0.0008,0.0,4.4472,27.5287
2010-01-04 18:00,4,0.0122,0.0001,0.0005,0.0,0.0066,0.0008,0.0,4.4366,27.5238
2010-01-04 19:00,4,0.0121,0.0001,0.0005,0.0,0.0066,0.0008,0.0,4.4271,27.5196
2010-01-04 20:00,4,0.0121,0.0001,0.0005,0.0,0.0066,0.0008,0.0,4.421,27.5168
2010-01-04 21:00,4,0.012,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4185,27.5151
2010-01-04 22:00,4,0.012,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.42,27.5143
2010-01-04 23:00,4,0.0119,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4215,27.5126
2010-01-05 00:00,5,0.0119,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4227,27.5101
2010-01-05 01:00,5,0.0119,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4231,27.5076
2010-01-05 02:00,5,0.0118,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4217,27.5053
2010-01-05 03:00,5,0.0118,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.4109,27.4993
2010-01-05 04:00,5,0.0117,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.3966,27.493
2010-01-05 05:00,5,0.0117,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.3805,27.4869
2010-01-05 06:00,5,0.0116,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.3663,27.4824
2010-01-05 07:00,5,0.0116,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.3563,27.4803
2010-01-05 08:00,5,0.0115,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.3501,27.4799
2010-01-05 09:00,5,0.0114,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.3456,27.4794
2010-01-05 10:00,5,0.0114,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.3439,27.4787
2010-01-05 11:00,5,0.0114,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.3422,27.4767
2010-01-05 12:00,5,0.0115,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.3378,27.4726
2010-01-05 13:00,5,0.0115,0.0001,0.0005,0.0,0.0065,0.0008,0.0,4.3283,27.4666
2010-01-05 14:00,5,0.0115,0.0001,0.0005,0.0,0.0066,0.0008,0.0,4.3125,27.4599
2010-01-05 15:00,5,0.0115,0.0001,0.0005,0.0,0.0066,0.0008,0.0,4.287,27.4499
2010-01-05 16:00,5,0.0115,0.0001,0.0005,0.0,0.0067,0.0008,0.0,4.2523,27.4335
2010-01-05 17:00,5,0.0114,0.0001,0.0005,0.0,0.0069,0.0008,0.0,4.2121,27.4141
2010-01-05 18:00,5,0.0114,0.0001,0.0005,0.0,0.007,0.0008,0.0,4.167,27.3931
2010-01-05 19:00,5,0.0113,0.0001,0.0005,0.0,0.0071,0.0008,0.0,4.118,27.3727
2010-01-05 20:00,5,0.0112,0.0001,0.0005,0.0,0.0072,0.0008,0.0,4.0632,27.3533
2010-01-05 21:00,5,0.0111,0.0001,0.0005,0.0,0.0073,0.0008,0.0,4.0006,27.334
2010-01-05 22:00,5,0.0109,0.0001,0.0005,0.0,0.0074,0.0008,0.0,3.9298,27.3136
2010-01-05 23:00,5,0.0108,0.0001,0.0005,0.0,0.0075,0.0008,0.0,3.8551,27.2926
2010-01-06 00:00,6,0.0107,0.0001,0.0005,0.0,0.0075,0.0008,0.0,3.783,27.2705
2010-01-06 01:00,6,0.0105,0.0001,0.0005,0.0,0.0075,0.0008,0.0,3.7213,27.2547
2010-01-06 02:00,6,0.01,0.0001,0.0005,0.0,0.0075,0.0008,0.0,3.663,27.2501
2010-01-06 03:00,6,0.0093,0.0001,0.0005,0.0,0.0077,0.0008,0.0,3.6032,27.2586
2010-01-06 04:00,6,0.0085,0.0001,0.0005,0.0,0.008,0.0008,0.0,3.5361,27.2834
2010-01-06 05:00,6,0.0077,0.0,0.0005,0.0,0.0084,0.0007,0.0,3.4715,27.3223
2010-01-06 06:00,6,0.0071,0.0,0.0004,0.0,0.0087,0.0007,0.0,3.4224,27.3589
2010-01-06 07:00,6,0.0066,0.0,0.0004,0.0,0.0089,0.0007,0.0,3.3868,27.3793
2010-01-06 08:00,6,0.0064,0.0,0.0004,0.0,0.009,0.0007,0.0,3.3549,27.3973
2010-01-06 09:00,6,0.0061,0.0,0.0004,0.0,0.0091,0.0007,0.0,3.3111,27.4036
2010-01-06 10:00,6,0.0061,0.0,0.0004,0.0,0.0091,0.0006,0.0,3.2403,27.398
2010-01-06 11:00,6,0.0061,0.0,0.0004,0.0,0.0092,0.0006,0.0,3.1481,27.377
2010-01-06 12:00,6,0.0061,0.0,0.0004,0.0,0.0093,0.0006,0.0,3.0623,27.3549
2010-01-06 13:00,6,0.0062,0.0,0.0004,0.0,0.0093,0.0006,0.0,2.9716,27.3302
2010-01-06 14:00,6,0.0063,0.0,0.0004,0.0,0.0094,0.0007,0.0,2.8757,27.2913
2010-01-06 15:00,6,0.0063,0.0,0.0004,0.0,0.0095,0.0007,0.0,2.7844,27.2502
2010-01-06 16:00,6,0.0064,0.0,0.0004,0.0,0.0095,0.0007,0.0,2.6988,27.2108
2010-01-06 17:00,6,0.0064,0.0,0.0004,0.0,0.0096,0.0007,0.0,2.6132,27.1691
2010-01-06 18:00,6,0.0064,0.0,0.0004,0.0,0.0096,0.0007,0.0,2.5307,27.1273
2010-01-06 19:00,6,0.0064,0.0,0.0004,0.0,0.0097,0.0007,0.0,2.4552,27.088
2010-01-06 20:00,6,0.0064,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.3971,27.0567
2010-01-06 21:00,6,0.0064,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.3641,27.0387
2010-01-06 22:00,6,0.0064,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.3456,27.029
2010-01-06 23:00,6,0.0064,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.3267,27.0184
2010-01-07 00:00,7,0.0064,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.308,27.0059
2010-01-07 01:00,7,0.0064,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.2977,26.9938
2010-01-07 02:00,7,0.0064,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.2848,26.9806
2010-01-07 03:00,7,0.0064,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.2697,26.9679
2010-01-07 04:00,7,0.0065,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.2523,26.952
2010-01-07 05:00,7,0.0065,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.2335,26.9324
2010-01-07 06:00,7,0.0066,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.2145,26.9113
2010-01-07 07:00,7,0.0066,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.2012,26.8931
2010-01-07 08:00,7,0.0067,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.203,26.8802
2010-01-07 09:00,7,0.0067,0.0,0.0005,0.0,0.0097,0.0007,0.0,2.2156,26.8677
2010-01-07 10:00,7,0.0068,0.0,0.0005,0.0,0.0096,0.0007,0.0,2.2293,26.8514
2010-01-07 11:00,7,0.0069,0.0,0.0005,0.0,0.0096,0.0007,0.0,2.2347,26.8267
2010-01-07 12:00,7,0.007,0.0,0.0005,0.0,0.0096,0.0007,0.0,2.2225,26.798
2010-01-07 13:00,7,0.0071,0.0,0.0005,0.0,0.0096,0.0008,0.0,2.2014,26.762
2010-01-07 14:00,7,0.0072,0.0,0.0005,0.0,0.0096,0.0008,0.0,2.1672,26.7186
2010-01-07 15:00,7,0.0072,0.0,0.0005,0.0,0.0096,0.0008,0.0,2.1344,26.6855
2010-01-07 16:00,7,0.0072,0.0,0.0005,0.0,0.0096,0.0008,0.0,2.1165,26.6656
2010-01-07 17:00,7,0.0071,0.0,0.0005,0.0,0.0095,0.0008,0.0,2.1097,26.6568
2010-01-07 18:00,7,0.0071,0.0,0.0005,0.0,0.0095,0.0008,0.0,2.1118,26.6579
2010-01-07 19:00,7,0.007,0.0,0.0005,0.0,0.0095,0.0008,0.0,2.1183,26.6638
2010-01-07 20:00,7,0.007,0.0,0.0005,0.0,0.0094,0.0008,0.0,2.124,26.6692
2010-01-07 21:00,7,0.007,0.0,0.0005,0.0,0.0094,0.0008,0.0,2.1292,26.6733
2010-01-07 22:00,7,0.0069,0.0,0.0005,0.0,0.0094,0.0008,0.0,2.1357,26.6763
2010-01-07 23:00,7,0.0069,0.0,0.0005,0.0,0.0093,0.0008,0.0,2.1489,26.679
2010-01-08 00:00,8,0.0068,0.0,0.0005,0.0,0.0093,0.0008,0.0,2.1715,26.6814
2010-01-08 01:00,8,0.0068,0.0,0.0005,0.0,0.0092,0.0008,0.0,2.2055,26.6857
2010-01-08 02:00,8,0.0067,0.0,0.0005,0.0,0.0091,0.0008,0.0,2.2505,26.6949
2010-01-08 03:00,8,0.0066,0.0001,0.0005,0.0,0.009,0.0008,0.0,2.3009,26.7084
2010-01-08 04:00,8,0.0065,0.0001,0.0005,0.0,0.0089,0.0008,0.0,2.3366,26.7207
2010-01-08 05:00,8,0.0064,0.0001,0.0005,0.0,0.0089,0.0008,0.0,2.3425,26.7273
2010-01-08 06:00,8,0.0064,0.0001,0.0005,0.0,0.0089,0.0008,0.0,2.3249,26.7293
2010-01-08 07:00,8,0.0064,0.0001,0.0005,0.0,0.0088,0.0008,0.0,2.3153,26.7313
2010-01-08 08:00,8,0.0063,0.0001,0.0005,0.0,0.0088,0.0008,0.0,2.3191,26.7347
2010-01-08 09:00,8,0.0062,0.0001,0.0005,0.0,0.0087,0.0008,0.0,2.336,26.7404
2010-01-08 10:00,8,0.0061,0.0001,0.0005,0.0,0.0087,0.0008,0.0,2.3613,26.7476
2010-01-08 11:00,8,0.006,0.0001,0.0005,0.0,0.0086,0.0008,0.0,2.3963,26.7563
2010-01-08 12:00,8,0.0059,0.0001,0.0005,0.0,0.0085,0.0008,0.0,2.4504,26.7693
2010-01-08 13:00,8,0.0057,0.0001,0.0005,0.0,0.0084,0.0008,0.0,2.5136,26.7901
2010-01-08 14:00,8,0.0054,0.0001,0.0005,0.0,0.0083,0.0008,0.0,2.5685,26.8159
2010-01-08 15:00,8,0.0051,0.0001,0.0005,0.0,0.0082,0.0008,0.0,2.6041,26.8373
2010-01-08 16:00,8,0.0049,0.0001,0.0005,0.0,0.0081,0.0008,0.0,2.6215,26.8513
2010-01-08 17:00,8,0.0047,0.0001,0.0005,0.0,0.0081,0.0008,0.0,2.6265,26.8581
2010-01-08 18:00,8,0.0046,0.0001,0.0005,0.0,0.0081,0.0008,0.0,2.6281,26.8622
2010-01-08 19:00,8,0.0045,0.0001,0.0005,0.0,0.008,0.0008,0.0,2.6272,26.8643
2010-01-08 20:00,8,0.0044,0.0001,0.0005,0.0,0.008,0.0008,0.0,2.6257,26.8656
2010-01-08 21:00,8,0.0043,0.0001,0.0005,0.0,0.008,0.0008,0.0,2.6242,26.8664
2010-01-08 22:00,8,0.0042,0.0001,0.0005,0.0,0.008,0.0008,0.0,2.6222,26.8661
2010-01-08 23:00,8,0.0041,0.0001,0.0005,0.0,0.0079,0.0008,0.0,2.617,26.8638
2010-01-09 00:00,9,0.0041,0.0001,0.0005,0.0,0.0079,0.0008,0.0,2.6127,26.862
2010-01-09 01:00,9,0.004,0.0001,0.0005,0.0,0.0079,0.0008,0.0,2.608,26.8601
2010-01-09 02:00,9,0.004,0.0001,0.0005,0.0,0.0079,0.0008,0.0,2.6027,26.8581
2010-01-09 03:00,9,0.004,0.0001,0.0005,0.0,0.0079,0.0008,0.0,2.5977,26.8562
2010-01-09 04:00,9,0.004,0.0001,0.0005,0.0,0.0079,0.0008,0.0,2.594,26.855
2010-01-09 05:00,9,0.0039,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5906,26.8542
2010-01-09 06:00,9,0.0039,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5847,26.8525
2010-01-09 07:00,9,0.0039,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5777,26.8508
2010-01-09 08:00,9,0.0039,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5723,26.8499
2010-01-09 09:00,9,0.0039,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5702,26.8506
2010-01-09 10:00,9,0.0039,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5706,26.8526
2010-01-09 11:00,9,0.004,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5718,26.8544
2010-01-09 12:00,9,0.0042,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5721,26.8554
2010-01-09 13:00,9,0.0043,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5719,26.8572
2010-01-09 14:00,9,0.0044,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5686,26.8594
2010-01-09 15:00,9,0.0044,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5616,26.8611
2010-01-09 16:00,9,0.0044,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5538,26.8621
2010-01-09 17:00,9,0.0045,0.0001,0.0005,0.0,0.0078,0.0008,0.0,2.5444,26.8619
2010-01-09 18:00,9,0.0045,0.0001,0.0005,0.0,0.0079,0.0008,0.0,2.532,26.8592
2010-01-09 19:00,9,0.0045,0.0001,0.0005,0.0,0.0079,0.0008,0.0,2.5157,26.8542
2010-01-09 20:00,9,0.0046,0.0001,0.0005,0.0,0.008,0.0008,0.0,2.496,26.8489
2010-01-09 21:00,9,0.0047,0.0001,0.0005,0.0,0.0081,0.0008,0.0,2.4725,26.843
2010-01-09 22:00,9,0.0048,0.0001,0.0005,0.0,0.0082,0.0008,0.0,2.4415,26.8316
2010-01-09 23:00,9,0.005,0.0001,0.0005,0.0,0.0083,0.0008,0.0,2.3988,26.8084
2010-01-10 00:00,10,0.0051,0.0001,0.0005,0.0,0.0084,0.0008,0.0,2.351,26.7783
2010-01-10 01:00,10,0.0053,0.0001,0.0005,0.0,0.0085,0.0008,0.0,2.2988,26.745
2010-01-10 02:00,10,0.0055,0.0001,0.0005,0.0,0.0086,0.0008,0.0,2.2321,26.7018
2010-01-10 03:00,10,0.0058,0.0001,0.0005,0.0,0.0087,0.0008,0.0,2.1694,26.6608
2010-01-10 04:00,10,0.0059,0.0001,0.0005,0.0,0.0088,0.0008,0.0,2.1221,26.6307
2010-01-10 05:00,10,0.0061,0.0001,0.0005,0.0,0.0088,0.0008,0.0,2.078,26.6005
2010-01-10 06:00,10,0.0062,0.0001,0.0005,0.0,0.0089,0.0008,0.0,2.0291,26.5642
2010-01-10 07:00,10,0.0064,0.0001,0.0005,0.0,0.009,0.0008,0.0,1.9639,26.5159
2010-01-10 08:00,10,0.0065,0.0001,0.0005,0.0,0.0091,0.0008,0.0,1.881,26.4582
2010-01-10 09:00,10,0.0066,0.0001,0.0006,0.0,0.0092,0.0008,0.0,1.8189,26.4153
2010-01-10 10:00,10,0.0067,0.0,0.0006,0.0,0.0093,0.0008,0.0,1.7874,26.3967
2010-01-10 11:00,10,0.0069,0.0,0.0006,0.0,0.0094,0.0008,0.0,1.7403,26.3724
2010-01-10 12:00,10,0.0071,0.0,0.0006,0.0,0.0094,0.0008,0.0,1.6788,26.3425
2010-01-10 13:00,10,0.0072,0.0,0.0006,0.0,0.0095,0.0008,0.0,1.5916,26.304
2010-01-10 14:00,10,0.0074,0.0,0.0006,0.0,0.0097,0.0009,0.0,1.4778,26.2538
2010-01-10 15:00,10,0.0075,0.0,0.0006,0.0,0.0098,0.0009,0.0,1.3463,26.1961
2010-01-10 16:00,10,0.0076,0.0,0.0006,0.0,0.01,0.0009,0.0,1.1839,26.1327
2010-01-10 17:00,10,0.0077,0.0,0.0006,0.0,0.0101,0.0009,0.0,1.0365,26.0764
2010-01-10 18:00,10,0.0078,0.0,0.0006,0.0,0.0102,0.0009,0.0,0.8915,26.0225
2010-01-10 19:00,10,0.0079,0.0,0.0006,0.0,0.0104,0.0009,0.0,0.7395,25.9667
2010-01-10 20:00,10,0.008,0.0,0.0006,0.0,0.0105,0.0009,0.0,0.5914,25.9182
2010-01-10 21:00,10,0.0081,0.0,0.0006,0.0,0.0106,0.0009,0.0,0.4713,25.8803
2010-01-10 22:00,10,0.0081,0.0,0.0006,0.0,0.0107,0.0009,0.0,0.3895,25.8559
2010-01-10 23:00,10,0.0081,0.0,0.0006,0.0,0.0107,0.0009,0.0,0.3394,25.8424
2010-01-11 00:00,11,0.0081,0.0,0.0006,0.0,0.0107,0.0009,0.0,0.3097,25.8362
2010-01-11 01:00,11,0.008,0.0,0.0006,0.0,0.0107,0.0009,0.0,0.3058,25.8399
2010-01-11 02:00,11,0.008,0.0,0.0006,0.0,0.0107,0.0009,0.0,0.3162,25.8499
2010-01-11 03:00,11,0.0079,0.0,0.0006,0.0,0.0107,0.0009,0.0,0.331,25.8617
2010-01-11 04:00,11,0.0079,0.0,0.0006,0.0,0.0107,0.0009,0.0,0.3518,25.8761
2010-01-11 05:00,11,0.0078,0.0,0.0006,0.0,0.0106,0.0009,0.0,0.3731,25.8915
2010-01-11 06:00,11,0.0078,0.0,0.0006,0.0,0.0106,0.0009,0.0,0.3947,25.908
2010-01-11 07:00,11,0.0077,0.0,0.0006,0.0,0.0106,0.0009,0.0,0.4009,25.9196
2010-01-11 08:00,11,0.0076,0.0,0.0006,0.0,0.0106,0.0009,0.0,0.3783,25.9217
2010-01-11 09:00,11,0.0075,0.0,0.0006,0.0,0.0106,0.0009,0.0,0.3577,25.9248
