datetime,day_of_year,Chlorophyll_a_ug_L,NH4_N_mg_L,NO3_N_mg_L,Phosphate_P_mg_L,DO_mg_L,TotalN_mg_L,TotalP_mg_L,Temperature_degC,Salinity_psu
2010-04-17 12:00,107,10.8901,0.0001,0.0004,0.0,0.0083,0.0008,0.0,4.5998,23.8071
2010-04-18 12:00,108,7.2455,0.0001,0.0004,0.0,0.0097,0.0008,0.0,5.0971,23.3115
2010-04-19 12:00,109,7.7236,0.0001,0.0004,0.0,0.0081,0.0008,0.0,5.0129,23.4643
2010-04-20 12:00,110,6.9008,0.0001,0.0004,0.0,0.0085,0.0008,0.0,5.3596,23.3891
2010-04-21 12:00,111,7.0627,0.0001,0.0004,0.0,0.0057,0.0008,0.0,5.1921,23.7814
2010-04-22 12:00,112,7.5942,0.0001,0.0004,0.0,0.0065,0.0008,0.0,5.3654,23.9054
2010-04-23 12:00,113,7.8516,0.0001,0.0004,0.0,0.006,0.0009,0.0,5.7286,23.5109
2010-04-24 12:00,114,7.4747,0.0001,0.0004,0.0,0.0076,0.0008,0.0,6.1339,23.0817
2010-04-25 12:00,115,7.9983,0.0001,0.0004,0.0,0.0058,0.0009,0.0,6.2097,23.3474
2010-04-26 12:00,116,4.5652,0.0001,0.0003,0.0,0.0082,0.0007,0.0,5.7418,23.8643
2010-04-27 12:00,117,3.8945,0.0001,0.0003,0.0,0.0085,0.0006,0.0,5.7507,23.9382
2010-04-28 12:00,118,5.2367,0.0001,0.0004,0.0,0.0073,0.0007,0.0,6.2178,23.553
2010-04-29 12:00,119,4.0295,0.0001,0.0004,0.0,0.0067,0.0008,0.0,6.7117,22.919
2010-04-30 12:00,120,4.9525,0.0001,0.0003,0.0,0.0068,0.0007,0.0,6.0461,23.8332
2010-05-01 12:00,121,5.4362,0.0001,0.0003,0.0,0.0071,0.0007,0.0,5.9923,23.9726
2010-05-02 12:00,122,7.551,0.0001,0.0003,0.0,0.0071,0.0007,0.0,6.2943,23.846
2010-05-03 12:00,123,6.7119,0.0001,0.0003,0.0,0.0072,0.0007,0.0,6.2093,24.0413
2010-05-04 12:00,124,5.4063,0.0001,0.0003,0.0,0.0079,0.0006,0.0,6.4117,24.1244
2010-05-05 12:00,125,7.7272,0.0001,0.0003,0.0,0.0067,0.0007,0.0,6.9103,23.8485
2010-05-06 12:00,126,8.8112,0.0001,0.0003,0.0,0.0068,0.0007,0.0,7.2906,23.7766
2010-05-07 12:00,127,5.1371,0.0,0.0003,0.0,0.0079,0.0006,0.0,7.9154,23.7011
2010-05-08 12:00,128,4.8725,0.0,0.0004,0.0,0.0085,0.0007,0.0,8.7263,22.6564
2010-05-09 12:00,129,7.0016,0.0001,0.0004,0.0,0.0075,0.0007,0.0,8.7099,23.0695
2010-05-10 12:00,130,9.3356,0.0001,0.0004,0.0,0.0066,0.0008,0.0,8.7451,23.2766
2010-05-11 12:00,131,11.683,0.0,0.0004,0.0,0.0067,0.0008,0.0,9.1189,23.1524
2010-05-12 12:00,132,10.2196,0.0001,0.0004,0.0,0.0056,0.0008,0.0,9.1512,23.2468
2010-05-13 12:00,133,5.7661,0.0,0.0003,0.0,0.0073,0.0006,0.0,7.9014,23.93
2010-05-14 12:00,134,6.7148,0.0001,0.0003,0.0,0.0065,0.0007,0.0,8.5777,23.6535
2010-05-15 12:00,135,7.3926,0.0001,0.0004,0.0,0.0058,0.0007,0.0,9.1262,23.3827
2010-05-16 12:00,136,7.2145,0.0001,0.0004,0.0,0.0052,0.0008,0.0,9.3606,23.3319
2010-05-17 12:00,137,8.4257,0.0001,0.0004,0.0,0.0058,0.0008,0.0,10.0018,22.898
2010-05-18 12:00,138,8.1791,0.0,0.0005,0.0,0.0074,0.0008,0.0,10.7714,22.3287
2010-05-19 12:00,139,9.5021,0.0001,0.0004,0.0,0.0046,0.0009,0.0,10.5005,22.795
2010-05-20 12:00,140,9.0938,0.0001,0.0004,0.0,0.0042,0.0008,0.0,10.612,22.8782
2010-05-21 12:00,141,11.5376,0.0001,0.0004,0.0,0.0047,0.0008,0.0,11.0026,22.7663
2010-05-22 12:00,142,10.8081,0.0,0.0004,0.0,0.0062,0.0007,0.0,10.9554,22.972
2010-05-23 12:00,143,9.5888,0.0,0.0003,0.0,0.0058,0.0007,0.0,11.0189,23.0878
2010-05-24 12:00,144,11.262,0.0001,0.0004,0.0,0.0052,0.0008,0.0,11.777,22.7293
2010-05-25 12:00,145,13.0615,0.0001,0.0004,0.0,0.0046,0.0009,0.0,12.1337,22.589
2010-05-26 12:00,146,7.6306,0.0,0.0005,0.0,0.0072,0.0008,0.0,13.4001,21.814
2010-05-27 12:00,147,7.0445,0.0001,0.0004,0.0,0.0067,0.0008,0.0,13.2698,22.0239
2010-05-28 12:00,148,4.8526,0.0001,0.0004,0.0,0.0062,0.0008,0.0,13.0951,22.142
2010-05-29 12:00,149,5.389,0.0001,0.0003,0.0,0.006,0.0007,0.0,12.4064,22.8604
2010-05-30 12:00,150,4.9149,0.0001,0.0003,0.0,0.0063,0.0007,0.0,12.1187,23.2084
2010-05-31 12:00,151,4.277,0.0,0.0003,0.0,0.0074,0.0005,0.0,11.9636,24.1513
2010-06-01 12:00,152,5.401,0.0001,0.0003,0.0,0.0062,0.0006,0.0,12.3336,23.975
2010-06-02 12:00,153,6.94,0.0001,0.0003,0.0,0.0055,0.0007,0.0,12.7697,23.7583
2010-06-03 12:00,154,9.7063,0.0001,0.0003,0.0,0.005,0.0007,0.0,13.1166,23.6357
2010-06-04 12:00,155,14.2715,0.0001,0.0003,0.0,0.0049,0.0008,0.0,13.57,23.4025
2010-06-05 12:00,156,16.9056,0.0001,0.0003,0.0,0.0048,0.0007,0.0,14.0991,23.5934
2010-06-06 12:00,157,20.1338,0.0001,0.0003,0.0,0.0053,0.0007,0.0,14.2556,23.6044
2010-06-07 12:00,158,13.1961,0.0001,0.0002,0.0,0.0061,0.0006,0.0,13.8098,24.0013
2010-06-08 12:00,159,8.395,0.0001,0.0002,0.0,0.0059,0.0006,0.0,13.2665,24.237
2010-06-09 12:00,160,8.2782,0.0001,0.0003,0.0,0.0055,0.0006,0.0,13.1227,24.333
2010-06-10 12:00,161,6.7327,0.0001,0.0002,0.0,0.0055,0.0006,0.0,13.0845,24.4479
2010-06-11 12:00,162,6.654,0.0001,0.0002,0.0,0.0057,0.0005,0.0,13.2915,24.5718
2010-06-12 12:00,163,7.9968,0.0001,0.0003,0.0,0.0045,0.0006,0.0,13.7587,24.3064
2010-06-13 12:00,164,13.1381,0.0001,0.0003,0.0,0.0034,0.0008,0.0001,14.9713,23.6857
2010-06-14 12:00,165,14.7775,0.0001,0.0003,0.0,0.0037,0.0008,0.0001,15.4555,23.4511
2010-06-15 12:00,166,14.4926,0.0001,0.0003,0.0,0.0039,0.0008,0.0001,15.8443,23.3643
2010-06-16 12:00,167,13.8277,0.0001,0.0002,0.0,0.0048,0.0007,0.0001,15.551,23.7887
2010-06-17 12:00,168,12.9073,0.0001,0.0002,0.0001,0.0037,0.0007,0.0001,16.2295,23.4857
2010-06-18 12:00,169,10.3113,0.0001,0.0002,0.0001,0.0034,0.0008,0.0001,16.4234,23.5249
2010-06-19 12:00,170,9.1194,0.0001,0.0002,0.0001,0.003,0.0007,0.0001,16.7455,23.3273
2010-06-20 12:00,171,10.7035,0.0001,0.0002,0.0001,0.0029,0.0008,0.0001,17.3556,23.186
2010-06-21 12:00,172,11.7091,0.0001,0.0002,0.0001,0.0031,0.0008,0.0001,17.5726,23.0944
2010-06-22 12:00,173,11.0486,0.0001,0.0002,0.0001,0.0036,0.0007,0.0001,17.7456,23.2949
2010-06-23 12:00,174,10.7679,0.0002,0.0002,0.0001,0.0022,0.0008,0.0001,18.2214,23.0281
2010-06-24 12:00,175,9.935,0.0002,0.0002,0.0001,0.0026,0.0008,0.0001,18.4286,23.0857
2010-06-25 12:00,176,9.5333,0.0001,0.0001,0.0001,0.0047,0.0006,0.0001,17.5343,23.8378
2010-06-26 12:00,177,9.6373,0.0001,0.0001,0.0001,0.0049,0.0006,0.0001,17.5875,24.0047
2010-06-27 12:00,178,10.4977,0.0001,0.0001,0.0001,0.0041,0.0006,0.0001,17.7277,24.13
2010-06-28 12:00,179,10.3024,0.0001,0.0001,0.0001,0.0048,0.0005,0.0001,17.5558,24.4324
2010-06-29 12:00,180,10.4668,0.0001,0.0001,0.0001,0.0052,0.0005,0.0001,17.8775,24.4944
2010-06-30 12:00,181,10.0561,0.0001,0.0001,0.0001,0.0052,0.0005,0.0001,17.7964,24.5939
2010-07-01 12:00,182,11.2817,0.0002,0.0001,0.0001,0.0038,0.0006,0.0001,18.3807,24.4093
2010-07-02 12:00,183,11.3296,0.0001,0.0001,0.0001,0.0046,0.0005,0.0001,17.5782,24.8277
2010-07-03 12:00,184,9.3656,0.0001,0.0001,0.0001,0.0055,0.0004,0.0001,17.7707,25.0168
2010-07-04 12:00,185,8.4839,0.0001,0.0,0.0001,0.0049,0.0005,0.0001,17.9307,25.1085
2010-07-05 12:00,186,8.1043,0.0001,0.0001,0.0001,0.0045,0.0005,0.0001,17.4242,25.3826
2010-07-06 12:00,187,9.2358,0.0001,0.0001,0.0001,0.0044,0.0005,0.0001,17.8905,25.5317
2010-07-07 12:00,188,12.4305,0.0001,0.0001,0.0001,0.0034,0.0005,0.0001,18.3471,25.3645
2010-07-08 12:00,189,15.7345,0.0001,0.0,0.0001,0.0043,0.0005,0.0001,18.7051,25.5328
2010-07-09 12:00,190,14.2875,0.0001,0.0,0.0001,0.0043,0.0005,0.0001,18.8189,25.591
2010-07-10 12:00,191,8.4138,0.0001,0.0,0.0001,0.0045,0.0004,0.0001,18.568,25.9768
2010-07-11 12:00,192,6.9595,0.0001,0.0,0.0001,0.0049,0.0004,0.0001,19.0895,26.2876
2010-07-12 12:00,193,7.7761,0.0001,0.0,0.0001,0.0043,0.0004,0.0001,19.5375,26.1145
2010-07-13 12:00,194,6.727,0.0001,0.0,0.0001,0.0036,0.0005,0.0002,19.9489,26.1215
2010-07-14 12:00,195,7.2311,0.0001,0.0,0.0002,0.0038,0.0005,0.0002,20.1764,26.1004
2010-07-15 12:00,196,6.2155,0.0001,0.0,0.0001,0.0045,0.0004,0.0002,20.0445,26.3534
2010-07-16 12:00,197,6.7308,0.0001,0.0,0.0001,0.0042,0.0004,0.0002,20.3419,26.3139
2010-07-17 12:00,198,5.6582,0.0001,0.0,0.0001,0.0048,0.0004,0.0002,19.9745,26.706
2010-07-18 12:00,199,5.217,0.0001,0.0,0.0001,0.0047,0.0004,0.0002,20.2144,26.7608
2010-07-19 12:00,200,6.4558,0.0001,0.0,0.0002,0.0042,0.0004,0.0002,20.4983,26.7867
2010-07-20 12:00,201,8.0383,0.0001,0.0,0.0002,0.0038,0.0004,0.0002,20.6736,26.8947
2010-07-21 12:00,202,6.6828,0.0001,0.0,0.0002,0.0042,0.0004,0.0002,21.3058,26.9261
2010-07-22 12:00,203,3.6029,0.0001,0.0,0.0001,0.0049,0.0004,0.0002,21.5262,27.0698
2010-07-23 12:00,204,4.854,0.0001,0.0,0.0002,0.0034,0.0005,0.0002,21.7686,27.0177
2010-07-24 12:00,205,6.108,0.0001,0.0,0.0002,0.0038,0.0005,0.0002,22.0069,27.0201
2010-07-25 12:00,206,7.2667,0.0001,0.0,0.0002,0.0028,0.0005,0.0002,22.3132,26.961
2010-07-26 12:00,207,17.8249,0.0001,0.0,0.0002,0.0029,0.0006,0.0003,22.65,26.804
2010-07-27 12:00,208,22.7463,0.0,0.0,0.0002,0.0052,0.0006,0.0003,23.0124,26.7601
2010-07-28 12:00,209,20.302,0.0,0.0,0.0002,0.0054,0.0005,0.0002,23.2541,26.6843
2010-07-29 12:00,210,12.0011,0.0001,0.0,0.0002,0.0046,0.0005,0.0002,23.4018,26.644
2010-07-30 12:00,211,8.6716,0.0001,0.0,0.0002,0.0025,0.0006,0.0003,23.7338,26.4838
2010-07-31 12:00,212,5.8014,0.0002,0.0,0.0002,0.0035,0.0007,0.0003,23.6023,25.5105
2010-08-01 12:00,213,4.7661,0.0001,0.0,0.0002,0.0045,0.0005,0.0002,23.2488,25.5158
2010-08-02 12:00,214,3.1616,0.0002,0.0,0.0002,0.0033,0.0006,0.0002,23.4695,25.5373
2010-08-03 12:00,215,1.9956,0.0002,0.0,0.0002,0.0025,0.0006,0.0002,23.6744,25.8351
2010-08-04 12:00,216,1.8519,0.0002,0.0,0.0002,0.0019,0.0006,0.0002,23.764,25.7603
2010-08-05 12:00,217,2.2632,0.0002,0.0,0.0002,0.0018,0.0006,0.0002,23.6229,25.6895
2010-08-06 12:00,218,2.8747,0.0002,0.0001,0.0002,0.0025,0.0005,0.0002,23.4754,25.938
2010-08-07 12:00,219,3.4445,0.0002,0.0001,0.0002,0.0024,0.0005,0.0002,23.4913,25.894
2010-08-08 12:00,220,4.2246,0.0002,0.0,0.0002,0.0027,0.0005,0.0002,23.3305,25.9215
2010-08-09 12:00,221,4.419,0.0001,0.0,0.0002,0.0025,0.0005,0.0002,23.2784,26.0269
2010-08-10 12:00,222,5.0939,0.0002,0.0,0.0002,0.0013,0.0006,0.0002,23.582,25.8072
2010-08-11 12:00,223,4.6019,0.0002,0.0,0.0002,0.0013,0.0006,0.0002,23.5375,26.0106
2010-08-12 12:00,224,4.1898,0.0001,0.0001,0.0002,0.0023,0.0005,0.0002,23.3123,26.3252
2010-08-13 12:00,225,5.2043,0.0001,0.0001,0.0002,0.0024,0.0005,0.0002,22.8453,26.4394
2010-08-14 12:00,226,5.5526,0.0001,0.0001,0.0001,0.0022,0.0005,0.0002,22.8557,26.5851
2010-08-15 12:00,227,5.311,0.0002,0.0,0.0002,0.0016,0.0005,0.0002,22.9394,26.6699
2010-08-16 12:00,228,6.8523,0.0001,0.0,0.0001,0.0021,0.0005,0.0002,23.0892,26.6244
2010-08-17 12:00,229,4.7781,0.0001,0.0,0.0001,0.0018,0.0005,0.0002,23.3218,26.6327
2010-08-18 12:00,230,4.2164,0.0002,0.0,0.0002,0.0007,0.0005,0.0002,23.4225,26.5014
2010-08-19 12:00,231,3.4647,0.0003,0.0,0.0002,0.0008,0.0006,0.0002,23.6677,26.2495
2010-08-20 12:00,232,5.7693,0.0003,0.0,0.0002,0.0009,0.0007,0.0002,23.8185,25.8895
2010-08-21 12:00,233,10.5308,0.0002,0.0,0.0002,0.0018,0.0007,0.0002,22.6297,24.8714
2010-08-22 12:00,234,5.0622,0.0003,0.0,0.0002,0.0009,0.0006,0.0002,23.2314,26.4264
2010-08-23 12:00,235,5.9983,0.0002,0.0,0.0001,0.0013,0.0005,0.0002,22.7641,27.0337
2010-08-24 12:00,236,5.3272,0.0002,0.0,0.0001,0.0015,0.0005,0.0002,22.7635,26.9262
2010-08-25 12:00,237,5.7573,0.0003,0.0,0.0002,0.0007,0.0006,0.0002,22.9356,26.1842
2010-08-26 12:00,238,4.0128,0.0003,0.0,0.0002,0.0007,0.0007,0.0002,22.8014,25.672
2010-08-27 12:00,239,7.604,0.0001,0.0,0.0001,0.0029,0.0005,0.0002,21.3541,25.1924
2010-08-28 12:00,240,9.4335,0.0002,0.0,0.0001,0.0024,0.0006,0.0002,21.2853,25.3436
2010-08-29 12:00,241,7.5439,0.0002,0.0,0.0001,0.0019,0.0006,0.0002,21.7799,26.0628
2010-08-30 12:00,242,6.5936,0.0002,0.0,0.0001,0.0021,0.0005,0.0002,21.9252,26.5272
2010-08-31 12:00,243,7.215,0.0001,0.0,0.0001,0.0022,0.0005,0.0001,22.1184,26.6887
2010-09-01 12:00,244,6.7871,0.0002,0.0,0.0001,0.0009,0.0006,0.0002,22.2406,26.4891
2010-09-02 12:00,245,7.1837,0.0002,0.0,0.0001,0.0006,0.0006,0.0002,22.2908,26.3048
